,Equity(4 [VWO]),Equity(2 [SPY]),Equity(3 [VNQ]),Equity(1 [LQD]),Equity(0 [DBC])
2023-10-02 00:00:00+00:00,-0.0035705177250701103,-0.0003976794235988068,-0.018371662701559655,-0.009160123721151603,-0.007612179487179516
2023-10-03 00:00:00+00:00,-0.012797542871768597,-0.013386066321874113,-0.019523360710919646,-0.01152599351662853,-0.004440855874041194
2023-10-04 00:00:00+00:00,-0.0041483017889552,0.007281956403140555,0.012221917055753817,0.00874529333171381,-0.027980535279805374
2023-10-05 00:00:00+00:00,0.004165581879718827,-0.00037677200584007586,0.005562338895672481,-0.0011940598033313155,-0.005840634125990896
2023-10-06 00:00:00+00:00,0.013741249675913947,0.011872791519434767,0.002698327037236714,-0.0029937412724405643,0.003776751993285865
2023-10-09 00:00:00+00:00,-0.006138107416879812,0.006402197699864942,0.010898815931108752,0.012403897504106087,0.020903010033444858
2023-10-10 00:00:00+00:00,0.015954709212557816,0.005204839343958989,0.004791694396379498,0.00038816012102627084,-0.002457002457002533
2023-10-11 00:00:00+00:00,0.003039513677811634,0.004096285727435811,0.017353291826732065,0.006128560484713441,-0.005747126436781658
2023-10-12 00:00:00+00:00,-0.010606060606060619,-0.006096442977631011,-0.01458333333333317,-0.01040255515233024,-0.00041288191577204536
2023-10-13 00:00:00+00:00,-0.003828483920367498,-0.00498086058202285,-0.0025105708245244385,0.005555722093987692,0.026435357290375938
2023-10-16 00:00:00+00:00,0.007173968741993386,0.010521436848204058,0.011922108888594574,-0.0069062832271719055,-0.0032193158953722767
2023-10-17 00:00:00+00:00,-0.004324599338590751,-4.586735161915545e-05,-0.001439979054850049,-0.007944925854029505,0.0028259991925716488
2023-10-18 00:00:00+00:00,-0.01635155850792025,-0.01332507683133799,-0.02123754588358684,-0.008018639554587259,0.008856682769726287
2023-10-19 00:00:00+00:00,-0.0036363636363636598,-0.008786406638618294,-0.023707473881596552,-0.008073290018200452,0.010375099760574713
2023-10-20 00:00:00+00:00,-0.011991657977059478,-0.012288066036629686,-0.00672245849910813,0.0039669929783197055,-0.00750394944707744
2023-10-23 00:00:00+00:00,-0.0021108179419524475,-0.0017331845485411002,-0.009806629834254288,0.007810745134875674,-0.006366892160764026
2023-10-24 00:00:00+00:00,0.012427287149656241,0.007539361651524468,0.012833031106151527,0.005632832524542497,-0.010812975570684835
2023-10-25 00:00:00+00:00,-0.010707756594411033,-0.01435214692066189,-0.021484643988431418,-0.009107119470497693,0.007287449392712642
2023-10-26 00:00:00+00:00,-0.0036958817317845893,-0.01197461381870435,0.019141449683321543,0.007269289033032145,-0.008440514469453264
2023-10-27 00:00:00+00:00,0.0010598834128245915,-0.004532783904981241,-0.01601988675597288,-0.0019985061671073945,0.01337657073368459
2023-10-30 00:00:00+00:00,0.008999470619375227,0.01195578065647207,0.006315789473684275,-0.0030138759658562275,-0.015999999999999903
2023-10-31 00:00:00+00:00,-0.004721930745015701,0.006280228109434738,0.01701534170153418,-0.0014100509241413706,-0.003658536585365857
2023-11-01 00:00:00+00:00,0.007116499736425919,0.010664753706360663,0.006171146461876109,0.014313432684200489,0.00163198694410438
2023-11-02 00:00:00+00:00,0.015440984035592686,0.019164340131547775,0.03284721275725766,0.011868039419918208,0.010590631364562064
2023-11-03 00:00:00+00:00,0.018298969072164883,0.00912340978735271,0.023884930060702025,0.004929082576979882,-0.0052398226521563895
2023-11-06 00:00:00+00:00,0.0030372057706911093,0.0023004900043708254,-0.014434849851785114,-0.005298874235455275,0.004051863857374549
2023-11-07 00:00:00+00:00,0.00025233409033553755,0.0028460602722120143,-0.00823852491173005,0.007990652817521982,-0.021388216303470542
2023-11-08 00:00:00+00:00,-0.004540867810292615,0.0007323827615406397,0.0032964135021096297,0.005088408644400744,-0.011134020618556728
2023-11-09 00:00:00+00:00,-0.008869741510390328,-0.007798742138364845,-0.01577079773951906,-0.010125295646904786,-0.002502085070892335
2023-11-10 00:00:00+00:00,0.0069036052160573735,0.015604831274202535,0.009347042328748945,0.005015698742126151,0.0050167224080266415
2023-11-13 00:00:00+00:00,0.0017775520568816816,-0.0009532239395384501,-0.008334435771927606,9.824147755166379e-05,0.01455906821963393
2023-11-14 00:00:00+00:00,0.023320659062103788,0.019400713328335595,0.0554962646744932,0.01565815324165043,-0.0016400164001639794
2023-11-15 00:00:00+00:00,0.00693584344810505,0.0021170859982617696,0.0029069767441858296,-0.005203396715476871,-0.006570841889117052
2023-11-16 00:00:00+00:00,-0.010332103321033292,0.0012230919765165993,-0.0021424070573407006,0.008234813720152445,-0.023976849937990985
2023-11-17 00:00:00+00:00,0.003977131493910102,0.001243808719987527,-0.0007577671129073149,0.0028832338505153654,0.014400677678949592
2023-11-20 00:00:00+00:00,0.010646199554345204,0.0076975975509661065,0.0073306370070778115,0.004028768677525552,0.012526096033403045
2023-11-21 00:00:00+00:00,-0.005879470847623747,-0.002179368643508095,-0.007026348808030103,0.00027772191417430037,0.0057731958762887725
2023-11-22 00:00:00+00:00,-0.0027106949236076483,0.0038608334987977333,0.004927975739196455,0.004011488750598424,-0.008610086100861003
2023-11-24 00:00:00+00:00,0.0032122559920930716,0.0006153575667005029,0.002891990443857795,-0.005130210071613073,-0.006617038875103343
